14.06.2017 19:28:42:642 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:42:642 |2017522182734909| DrawTimelines stretchblt duration=11,4011762986729
14.06.2017 19:28:42:642 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:42:642 |2017522182734909| DrawTimelines stretchblt duration=10,1424971556085
14.06.2017 19:28:44:644 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:44:644 |2017522182734909| DrawTimelines stretchblt duration=2,36644441168794
14.06.2017 19:28:44:644 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:44:644 |2017522182734909| DrawTimelines stretchblt duration=2,249988673483
14.06.2017 19:28:44:644 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:44:644 |2017522182734909| DrawTimelines stretchblt duration=2,30837607099397
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,26849396886899
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0,319056816999858
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,24711716213
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,12970425347405
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,10449876493106
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,12108971941505
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,31794777550397
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,11343235580706
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,25892226435899
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0,319056816999858
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,35878704807995
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0,319056816999858
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,39930726383893
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,30199493465397
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,51991074066488
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,251583957568
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,17628654875603
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,26626057114999
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,16607673061203
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,38622593434194
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines stretchblt duration=2,20914940090701
14.06.2017 19:28:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
