05.06.2017 18:25:52:652 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:25:52:652 |2017522182734909| DrawTimelines stretchblt duration=11,2597658711459
05.06.2017 18:25:53:653 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:25:53:653 |2017522182734909| DrawTimelines stretchblt duration=9,97333658343907
05.06.2017 18:25:58:658 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:25:58:658 |2017522182734909| DrawTimelines stretchblt duration=10,3128109788061
05.06.2017 18:25:58:658 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:25:58:658 |2017522182734909| DrawTimelines stretchblt duration=10,0668196641182
05.06.2017 18:26:45:645 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:45:645 |2017522182734909| DrawTimelines stretchblt duration=9,6488577675666
05.06.2017 18:26:49:649 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:49:649 |2017522182734909| DrawTimelines stretchblt duration=9,14857971123619
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,50336874098072
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=10,1290353662766
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=10,0588432920466
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0,319054882863786
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,41307620913027
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,86485792326539
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,25163443840119
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=10,3865126567477
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,51134511305231
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,47465380152298
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,59493749236262
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,13932711963314
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,09465943603221
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,44434358765092
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,18048519952257
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,16357529073079
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,09657376532939
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,19452361436857
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=8,94374647643764
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,71075441484218
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,55250319294174
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,50241157633213
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=8,95650867175219
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,15910852237069
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,39010425756407
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines set stretchblt mode=0,319054882863786
05.06.2017 18:26:50:650 |2017522182734909| DrawTimelines stretchblt duration=9,32948382981995
